image_id,true_label,m1_prob_benign,m1_prob_malignant,m2_prob_akiec,m2_prob_bcc,m2_prob_bkl,m2_prob_df,m2_prob_mel,m2_prob_nv,m2_prob_vasc,m2_prob_benign_sum,m2_prob_malignant_sum
ISIC_0029043,akiec,0.8253579586744308,0.17464204132556915,0.7902795672416687,0.04956808313727379,0.016049453988671303,0.12182891368865967,0.014108683913946152,0.007309994660317898,0.0008553221123293042,0.14604368444997817,0.8539563342928886
ISIC_0029362,akiec,0.5571069121360779,0.4428930878639221,0.8025214076042175,0.18308809399604797,0.006349913775920868,0.00012970982061233371,0.004673757124692202,0.0029502478428184986,0.0002868595765903592,0.00971673101594206,0.9902832587249577
ISIC_0029462,akiec,0.7676211595535278,0.23237884044647217,0.609033465385437,0.2340388000011444,0.12463396787643433,0.004634912591427565,0.004877355881035328,0.020864905789494514,0.0019164927070960402,0.15205027896445245,0.8479496212676167
ISIC_0029549,akiec,0.4304049611091614,0.5695950388908386,0.021707218140363693,0.8047689199447632,0.14405623078346252,0.00021560197637882084,0.008070196025073528,0.020836802199482918,0.00034503504866734147,0.1654536700079916,0.8345463341102004
ISIC_0029598,akiec,0.6157151162624359,0.3842848837375641,0.0007935674511827528,0.9972513318061829,0.000722661439795047,0.0005303631769493222,0.0005713244318030775,0.0001012095162877813,2.9667622584383935e-05,0.0013839017556165345,0.9986162236891687
ISIC_0029781,akiec,0.24117302894592285,0.7588269710540771,0.9156501293182373,5.494646757142618e-05,0.07522841542959213,5.8492492826189846e-05,0.00753233814612031,0.0013907053507864475,8.485736179864034e-05,0.07676247063500341,0.923237413931929
ISIC_0029840,akiec,0.5462068617343903,0.45379313826560974,0.7160475254058838,0.06482873857021332,0.011099989525973797,0.20111246407032013,0.002245714422315359,0.004247076343744993,0.0004184511781204492,0.21687798111815937,0.7831219783984125
ISIC_0029930,akiec,0.36553704738616943,0.6344629526138306,0.9741971492767334,1.29429463413544e-05,0.024688001722097397,4.951810410602775e-07,0.0010759560391306877,2.1421383280539885e-05,4.096170869161142e-06,0.024714014457288158,0.9752860482622054
ISIC_0030036,akiec,0.739043653011322,0.260956346988678,0.4042336046695709,0.2457059621810913,0.013213470578193665,0.2043423354625702,0.0069435350596904755,0.12184315174818039,0.0037179396022111177,0.34311689739115536,0.6568831019103527
ISIC_0030076,akiec,0.39741796255111694,0.6025820374488831,0.03149236738681793,0.0012366240844130516,0.8774411082267761,0.00028422477771528065,0.045543741434812546,0.043923210352659225,7.873173308325931e-05,0.9217272750902339,0.07827273290604353
ISIC_0030408,akiec,0.1785563826560974,0.8214436173439026,0.9414119124412537,0.04949285835027695,0.002502616262063384,0.003325966652482748,0.0008737808675505221,0.0010419489117339253,0.0013509857235476375,0.008221517549827695,0.9917785516590811
ISIC_0030491,akiec,0.5171314477920532,0.4828685522079468,0.5801653861999512,0.005641130264848471,0.29422417283058167,0.00013932635192759335,0.05610644072294235,0.06272335350513458,0.0010001634946092963,0.35808701618225314,0.641912957187742
ISIC_0030785,akiec,0.6479929685592651,0.35200703144073486,0.006094587035477161,0.9932109713554382,4.280326538719237e-05,5.410633093561046e-05,0.00018998408631887287,0.00011417982022976503,0.00029348128009587526,0.0005045706966484431,0.9994955424772343
ISIC_0030827,akiec,0.1406044363975525,0.8593955636024475,0.006396138109266758,0.6261443495750427,0.17913708090782166,0.08844363689422607,0.003059366950765252,0.09648336470127106,0.0003360346599947661,0.36440011716331355,0.6355998546350747
ISIC_0031044,akiec,0.11863994598388672,0.8813600540161133,0.5835733413696289,0.003173514036461711,0.3060068190097809,0.0006678138743154705,0.10518109053373337,0.0007740172441117465,0.0006232494488358498,0.30807189957704395,0.691927945939824
ISIC_0031108,akiec,0.5549632608890533,0.44503673911094666,0.9864957928657532,0.0013663090066984296,0.006140351761132479,0.0004903615335933864,0.0010355337290093303,0.004346759524196386,0.00012490255176089704,0.011102375370683149,0.9888976356014609
ISIC_0031191,akiec,0.6730718612670898,0.32692813873291016,0.0028453911654651165,0.007624234538525343,0.20851100981235504,0.005181540735065937,0.594558596611023,0.15216921269893646,0.02910989709198475,0.3949716603383422,0.6050282223150134
ISIC_0031228,akiec,0.6539463996887207,0.3460536003112793,0.9818331599235535,0.0003579478361643851,0.014830773696303368,9.709608275443316e-05,0.001142750377766788,0.0016477425815537572,9.056118869921193e-05,0.01666617354931077,0.9833338581374846
ISIC_0031286,akiec,0.26691675186157227,0.7330832481384277,0.35435178875923157,0.22500132024288177,0.1496017575263977,0.012757495045661926,0.006617233157157898,0.25140348076820374,0.0002669460081961006,0.41402967934845947,0.5859703421592712
ISIC_0031738,akiec,0.04010498523712158,0.9598950147628784,0.09953461587429047,0.8910797834396362,0.0007038903422653675,6.529568781843409e-05,0.0061858114786446095,0.002406038111075759,2.4564800696680322e-05,0.003199788941856241,0.9968002107925713
ISIC_0031852,akiec,0.4259799122810364,0.5740200877189636,0.04117632657289505,0.0018382268026471138,0.13041934370994568,0.002898798556998372,0.040944043546915054,0.7821324467658997,0.000590888608712703,0.9160414776415564,0.08395859692245722
ISIC_0031922,akiec,0.668741762638092,0.33125823736190796,0.718579113483429,0.16804705560207367,0.04811595380306244,0.024936413392424583,2.1086128981551155e-05,0.04005277529358864,0.0002475795627105981,0.11335272205178626,0.8866472552144842
ISIC_0031940,akiec,0.5409421324729919,0.45905786752700806,0.5333134531974792,0.40975114703178406,0.006940232589840889,0.0001172465636045672,0.04378781095147133,0.0060499282553792,4.027423346997239e-05,0.013147681642294629,0.9868524111807346
ISIC_0031993,akiec,0.05356860160827637,0.9464313983917236,0.862522542476654,0.06659272313117981,0.05462007597088814,0.0013359951553866267,0.008186280727386475,0.0046943663619458675,0.0020479809027165174,0.06269841839093715,0.9373015463352203
ISIC_0032135,akiec,0.5434287786483765,0.45657122135162354,0.20899078249931335,1.1591691873036325e-05,0.7828524112701416,3.159457992296666e-05,0.0075606429018080235,0.0005411714664660394,1.1765119779738598e-05,0.7834369424363103,0.21656301709299441
ISIC_0032277,akiec,0.654501736164093,0.345498263835907,0.024569088593125343,0.0001822761696530506,0.06888357549905777,1.2985430657863617e-05,0.8715484142303467,0.034755781292915344,4.794473716174252e-05,0.10370028695979272,0.8962997789931251
ISIC_0032404,akiec,0.10774892568588257,0.8922510743141174,0.9372930526733398,4.041366628371179e-05,0.06213023513555527,3.391071004443802e-05,0.00026013105525635183,0.00016063606017269194,8.156446710927412e-05,0.06240634637288167,0.9375935973948799
ISIC_0033084,akiec,0.34977900981903076,0.6502209901809692,0.4801793694496155,0.10013467073440552,0.04010046273469925,0.012615597806870937,0.04956640303134918,0.3157467842102051,0.0016567157581448555,0.3701195605099201,0.6298804432153702
ISIC_0033295,akiec,0.5381644070148468,0.4618355929851532,0.4248485863208771,0.15482935309410095,0.3770700693130493,0.005994679406285286,0.022156041115522385,0.014091214165091515,0.0010100655490532517,0.39816602843347937,0.6018339805305004
ISIC_0024436,bcc,0.8719938695430756,0.12800613045692444,5.3854491852689534e-05,0.9929041266441345,0.0002566404000390321,8.398234786000103e-05,0.00020601031428668648,0.005512021016329527,0.000983264297246933,0.006835908061475493,0.9931639914502739
ISIC_0024634,bcc,0.7269538938999176,0.2730461061000824,0.00029073015321046114,0.9974741339683533,0.0017529987962916493,7.465493399649858e-05,7.733409438515082e-05,0.000289769668597728,4.0322396671399474e-05,0.0021577457955572754,0.9978421982159489
ISIC_0024673,bcc,0.6156755983829498,0.38432440161705017,0.006086382549256086,0.6776192784309387,0.03488125652074814,0.015322921797633171,0.2227536290884018,0.0404568612575531,0.0028796701226383448,0.09354070969857275,0.9064592900685966
ISIC_0024829,bcc,0.6401267349720001,0.3598732650279999,0.010555104352533817,0.9831901788711548,0.0027585981879383326,0.000399544631363824,0.00030388307641260326,0.002663746941834688,0.00012895496911369264,0.005950844730250537,0.9940491663001012
ISIC_0024885,bcc,0.6716947555541992,0.3283052444458008,0.05422273278236389,0.7827216386795044,0.14807294309139252,0.00015601201448589563,0.006413714960217476,0.007821086794137955,0.0005919586401432753,0.15664200054015964,0.8433580864220858
ISIC_0024897,bcc,0.700869232416153,0.29913076758384705,1.796036485757213e-05,0.9999010562896729,3.268577302151243e-06,2.057914343822631e-06,4.848265689361142e-06,6.855643732706085e-05,2.2905862806510413e-06,7.617351525368576e-05,0.9999238649202198
ISIC_0025031,bcc,0.6410430073738098,0.3589569926261902,0.02733476087450981,0.9634896516799927,0.006227697711437941,0.00024121915339492261,4.313584940973669e-05,0.0024273996241390705,0.00023622150183655322,0.009132537990808487,0.9908675484039122
ISIC_0025301,bcc,0.45754164457321167,0.5424583554267883,0.0005762222572229803,0.9993366599082947,2.38994925894076e-06,1.6139982108143158e-05,1.718691123642202e-06,9.978809430322144e-06,5.688528108294122e-05,8.539402188034728e-05,0.9999146008566413
ISIC_0025513,bcc,0.9215729460120201,0.07842705398797989,0.004621983505785465,0.3502987325191498,0.05232851579785347,0.02689892053604126,0.3505970537662506,0.09946305304765701,0.11579171568155289,0.29448220506310463,0.7055177697911859
ISIC_0025530,bcc,0.6495733857154846,0.3504266142845154,0.0759035274386406,0.9134264588356018,0.004408551380038261,0.0015146974474191666,0.002111302688717842,0.0022129069548100233,0.00042254457366652787,0.00855870035593398,0.9914412889629602
ISIC_0025793,bcc,0.6846697628498077,0.31533023715019226,0.002176436595618725,0.093717060983181,0.2653031647205353,0.0029366337694227695,0.1094127669930458,0.5122801065444946,0.014173871837556362,0.794693776872009,0.20530626457184553
ISIC_0025824,bcc,0.6413213610649109,0.3586786389350891,0.00022065694793127477,0.9853588342666626,0.000326379929902032,0.0004250220663379878,0.006955801974982023,0.000785591546446085,0.005927794612944126,0.007464788155630231,0.9925352931895759
ISIC_0025826,bcc,0.7322543859481812,0.26774561405181885,0.00028981996001675725,0.994306743144989,5.626169513561763e-05,7.269689376698807e-05,0.00023626867914572358,0.004937711637467146,0.00010056069731945172,0.005167230923689203,0.9948328317841515
ISIC_0026090,bcc,0.798332616686821,0.20166738331317902,0.023101896047592163,0.2294403314590454,0.5737776160240173,0.0874040499329567,0.005436309147626162,0.07076112180948257,0.010078664869070053,0.7420214526355267,0.25797853665426373
ISIC_0026091,bcc,0.7281166613101959,0.2718833386898041,0.10983893275260925,0.85711669921875,0.014858963899314404,0.012105739675462246,0.0008588574128225446,0.0007293422240763903,0.004491447936743498,0.03218549373559654,0.9678144893841818
ISIC_0026154,bcc,0.032579660415649414,0.9674203395843506,0.0540945790708065,0.013623414561152458,0.012196743860840797,0.0008015963830985129,0.8581305742263794,0.060322728008031845,0.0008303769282065332,0.07415144518017769,0.9258485678583384
ISIC_0026282,bcc,0.2554936408996582,0.7445063591003418,0.0016878002788871527,0.6081307530403137,0.18899314105510712,0.0018059400608763099,0.15643954277038574,0.040446843951940536,0.00249603227712214,0.2337419573450461,0.7662580960895866
ISIC_0026337,bcc,0.398213267326355,0.601786732673645,0.10442018508911133,0.012218929827213287,0.23409639298915863,0.022193774580955505,0.6080123782157898,0.01867782697081566,0.0003805159649346024,0.2753485105058644,0.7246514931321144
ISIC_0026395,bcc,0.9137274473905563,0.08627255260944366,0.00023540941765531898,0.0005772376898676157,0.0074446601793169975,0.00017775516607798636,0.13880814611911774,0.8525510430335999,0.00020568347827065736,0.8603791418572655,0.13962079322664067
ISIC_0026442,bcc,0.6985464692115784,0.30145353078842163,4.18429635828943e-06,0.9999890327453613,1.575829514877114e-06,2.2318172909763234e-07,7.337994816225546e-07,3.3920382520591374e-06,8.596708198638225e-07,6.050720315897706e-06,0.9999939508412012
ISIC_0026656,bcc,0.22814929485321045,0.7718507051467896,0.006789968349039555,0.7855048179626465,0.04891826584935188,0.10319410264492035,0.002023457083851099,0.04971420019865036,0.0038551692850887775,0.20568173797801137,0.7943182433955371
ISIC_0026668,bcc,0.09593945741653442,0.9040605425834656,0.04506031796336174,0.866709291934967,0.08060025423765182,0.0037682773545384407,0.0016565605765208602,0.0019590335432440042,0.00024625318474136293,0.08657381832017563,0.9134261704748496
ISIC_0026829,bcc,0.8352187871932983,0.16478121280670166,0.0006004463066346943,0.26570188999176025,0.5486422777175903,0.00015676488692406565,0.00037351989885792136,0.18342067301273346,0.0011043117847293615,0.7333240274019772,0.26667585619725287
ISIC_0026865,bcc,0.4033929109573364,0.5966070890426636,1.860755958205118e-07,0.9999879598617554,1.4598076631955337e-06,5.095501819596393e-06,8.838433318558714e-10,5.242055522103328e-06,2.4149548139007493e-08,1.1821514553034262e-05,0.9999881468211945
ISIC_0026952,bcc,0.892305001616478,0.10769499838352203,0.0008406815468333662,0.9969878792762756,0.0013785085175186396,5.370907842916495e-07,1.2271727428014856e-05,0.0007792522665113211,7.846422249713214e-07,0.0021590825170392236,0.997840832550537
ISIC_0026978,bcc,0.06635969877243042,0.9336403012275696,0.006645528133958578,0.7692248821258545,0.21295888721942902,9.89278414635919e-05,0.008839285001158714,0.002116596093401313,0.00011596066178753972,0.21529037181608146,0.7847096952609718
ISIC_0026988,bcc,0.0414656400680542,0.9585343599319458,0.8789190053939819,0.11526000499725342,0.004133622627705336,0.00012995688302908093,0.001316094072535634,0.00018320599338039756,5.816039629280567e-05,0.00450494590040762,0.995495104463771
ISIC_0026995,bcc,0.5267435014247894,0.47325649857521057,0.008677460253238678,0.9676249623298645,0.0050633749924600124,0.0020696772262454033,0.0019508801633492112,0.014491303823888302,0.00012232437438797206,0.02174668041698169,0.9782533027464524
ISIC_0027038,bcc,0.1321091651916504,0.8678908348083496,6.192406658556138e-07,0.9999992847442627,2.5796589309123874e-09,1.5060567237767941e-09,5.661653437738501e-12,1.4763597278033558e-07,2.479487448692197e-11,1.5174648330951168e-07,0.9999999039905902
ISIC_0027291,bcc,0.5280435085296631,0.4719564914703369,7.531683650086052e-07,0.999428927898407,8.591852383688092e-05,2.124859520336031e-06,1.6429276001872495e-06,0.0004460885829757899,3.4505781513871625e-05,0.0005686377478468785,0.9994313239943722
ISIC_0027371,bcc,0.9855209086090326,0.014479091390967369,0.008713776245713234,0.505007803440094,0.005902194883674383,9.69847387750633e-05,0.0006563722272403538,0.47600820660591125,0.003614649176597595,0.4856220354049583,0.5143779519130476
ISIC_0027525,bcc,0.4507488012313843,0.5492511987686157,0.00039717962499707937,0.9321838617324829,0.04197672754526138,7.817918958608061e-05,0.014302183873951435,0.011037884280085564,2.385355946898926e-05,0.05311664457440202,0.9468832252314314
ISIC_0027609,bcc,0.24182969331741333,0.7581703066825867,0.0006941395113244653,0.18522457778453827,0.03399737551808357,5.235036587691866e-05,0.010769745334982872,0.7691448926925659,0.00011691339750541374,0.8033115319740318,0.1966884626308456
ISIC_0027774,bcc,0.738804280757904,0.26119571924209595,0.0006225777906365693,0.03874148800969124,0.05739029124379158,0.015998907387256622,0.7083312273025513,0.12110976874828339,0.057805709540843964,0.25230467692017555,0.7476952931028791
ISIC_0027786,bcc,0.12761211395263672,0.8723878860473633,0.002285242546349764,0.9916011691093445,0.0011743820505216718,0.0004060847859364003,0.001431940821930766,0.0029274073895066977,0.0001737748389132321,0.004681649064878002,0.995318352477625
ISIC_0027851,bcc,0.6610561311244965,0.33894386887550354,0.0009972240077331662,0.9527143836021423,0.00391440698876977,0.006573179736733437,0.008187954314053059,0.027523333206772804,8.947899914346635e-05,0.03810039893141948,0.9618995619239286
ISIC_0027865,bcc,0.28839629888534546,0.7116037011146545,0.005032919812947512,0.960314154624939,0.00023362631327472627,5.962259092484601e-05,0.006957702804356813,0.0004269480996299535,0.026974953711032867,0.027695150714862393,0.9723047772422433
ISIC_0027915,bcc,0.3312850594520569,0.6687149405479431,0.05121275410056114,0.7189492583274841,0.015015417709946632,0.09142441302537918,0.02149885892868042,0.08224491775035858,0.019654424861073494,0.2083391733467579,0.7916608713567257
ISIC_0027998,bcc,0.40416765213012695,0.595832347869873,0.000561244145501405,0.9844597578048706,0.00024380626564379781,1.500187863712199e-05,0.010285072959959507,0.0002591853553894907,0.004175907000899315,0.004693900500569725,0.9953060749103315
ISIC_0028084,bcc,0.6993243992328644,0.3006756007671356,0.04140195623040199,0.8922044634819031,0.0024728632997721434,0.0007122352253645658,0.00930793210864067,0.0533427894115448,0.0005576841649599373,0.057085572101641446,0.9429143518209457
ISIC_0028106,bcc,0.7968418747186661,0.20315812528133392,5.7988167100120336e-05,0.9960541725158691,0.0018853771034628153,1.527064341644291e-05,4.4777618313673884e-05,0.0018291180022060871,0.00011319605255266652,0.003842961801638012,0.9961569383012829
ISIC_0028147,bcc,0.01053398847579956,0.9894660115242004,0.0035611477214843035,0.5602643489837646,0.29833537340164185,0.01207794714719057,0.028968850150704384,0.0964897871017456,0.0003026322810910642,0.4072057399316691,0.5927943468559533
ISIC_0028168,bcc,0.7034469842910767,0.29655301570892334,0.004035168793052435,0.14642925560474396,0.025122875347733498,0.03158794343471527,0.15508536994457245,0.635413646697998,0.002325748559087515,0.6944502140395343,0.30554979434236884
ISIC_0028283,bcc,0.7877543717622757,0.2122456282377243,0.033468928188085556,0.7471725940704346,0.10758630186319351,0.055863965302705765,0.000853631878271699,0.05223177373409271,0.002822868525981903,0.2185049094259739,0.7814951541367918
ISIC_0028419,bcc,0.8708867281675339,0.12911327183246613,0.13154082000255585,0.2147691398859024,0.06999045610427856,0.04862786456942558,0.008484797552227974,0.5178154706954956,0.008771411143243313,0.6452052025124431,0.3547947574406862
ISIC_0028486,bcc,0.7519666701555252,0.2480333298444748,0.0006681116647087038,0.8392022848129272,0.014144145883619785,3.9907121390569955e-05,0.001978844404220581,0.1433488130569458,0.0006178775802254677,0.15815074364218162,0.8418492408818565
ISIC_0028577,bcc,0.8200299292802811,0.17997007071971893,0.0011966523015871644,0.9951506853103638,0.0006137198652140796,0.000743840413633734,0.00021553569240495563,0.0018114857375621796,0.0002680912148207426,0.0034371372312307358,0.9965628733043559
ISIC_0028677,bcc,0.5275380611419678,0.4724619388580322,0.0007863736827857792,0.0012990788090974092,0.03545195236802101,0.0009604560327716172,7.441620255121961e-05,0.961050271987915,0.00037746099405921996,0.9978401413827669,0.002159868694434408
ISIC_0028688,bcc,0.16127705574035645,0.8387229442596436,0.006197967100888491,0.014088989235460758,0.025315072387456894,0.00046329430188052356,0.07237691432237625,0.8813797831535339,0.00017804797971621156,0.9073361978225876,0.0926638706587255
ISIC_0028814,bcc,0.471981406211853,0.528018593788147,8.723416158318287e-07,0.9999988079071045,1.4201464892948934e-08,3.7125533758342044e-09,1.1310588909907437e-08,2.2486636908070068e-07,1.6901495314414205e-08,2.59681882663898e-07,0.9999996915593092
ISIC_0028877,bcc,0.6687856912612915,0.3312143087387085,0.18498556315898895,0.8075281381607056,0.0008702227496542037,0.00010628998279571533,0.001181662897579372,0.004255019593983889,0.0010731571819633245,0.006304689508397132,0.9936953642172739
ISIC_0028890,bcc,0.4531838893890381,0.5468161106109619,0.0004741645825561136,0.0034071432892233133,0.0116248968988657,0.00012638403859455138,0.9505195617675781,0.033809784799814224,3.805983214988373e-05,0.04559912556942436,0.9544008696393576
ISIC_0029053,bcc,0.7107072472572327,0.28929275274276733,0.02012641169130802,0.8990360498428345,0.0425708070397377,0.006885533221065998,0.01645353063941002,0.00830354169011116,0.006624045316129923,0.06438392726704478,0.9356159921735525
